"MMS_COMPANY_NUM","MMS_START_DATE","BUS_ASC_NAME","SORT_NAME","MMS_TERM_DATE","PAC_REGION_CODE","GOM_REGION_CODE","ALASKA_RGN_CODE","ATL_REGION_CODE","DUNS_NUMBER","TERM_ACTN_EFF_DT","TERMINATION_CODE","DIVISION_NAME","LINE_1_ADDRESS","LINE_2_ADDRESS","CITY_NAME","POSTAL_ST_CODE","ZIP_CODE","COUNTRY_NAME","SEARCH_NAME"
"01130",4/3/1987,"JOC Venture","JOC VENTURE",,"","G","","","",,"","","1241R Highland Avenue","","Needham","MA","02492","","JOC Venture"
"01135",4/17/1987,"Hudson Energy, Inc.","HUDSON ENERGY INC",,"","G","","","",,"","","1221 Lamar","Suite 1600","Houston","TX","77010","","Hudson Energy, Inc."
"01140",5/26/1987,"Texona Associates Limited","TEXONA ASSOCIATES LIMITED",,"","G","","","",,"","","1300 Main Street","Suite 802","Houston","TX","77002","","Texona Associates Limited"
"01111",1/5/1987,"Grand Isle Corporation","GRAND ISLE CORPORATION",,"","G","","","",,"","","16250 Dallas Parkway","Suite 110","Dallas","TX","75248","","Grand Isle Corporation"
"01083",9/10/1986,"Geysers Geothermal Company","GEYSERS GEOTHERMAL COMPANY",,"","G","","","",,"","","1615 Poydras Street","","New Orleans","LA","70112","","Geysers Geothermal Company"
"01040",3/20/1986,"Century Oil Company","CENTURY OIL COMPANY",,"","G","","","",,"","","155 East Main Street","Suite 200","Lexington","KY","40507","","Century Oil Company"
"01055",5/29/1986,"Mobil Exploration and Producing North America Inc.","MOBIL EXPLORATION AND PRODUCIN",,"P","G","","","",,"","","3033 Irving BLvd.","","Dallas","TX","75247","","Mobil Exploration and Producing North America Inc."
"01067",1/1/1947,"William R. Owen (individual)","OWEN, WILLIAM R",,"","G","","","",,"","","6410 Fannin, Suite 643","","Houston","TX","77030","","William R. Owen (individual)"
"00998",9/30/1985,"The Carl F. Arnold Revocable Trust Agreement of December 26, 1984","ARNOLD, CARL F REVOCABLE",,"","G","","","",,"","","Post Office Box 3331","","Houston","TX","77253","","The Carl F. Arnold Revocable Trust Agreement of December 26, 1984"
"00968",5/17/1985,"Union Texas Petroleum Corporation","UNION TEXAS PETROLEUM CORP",,"P","G","Y","","",,"","","Post Office Box 2120","","Houston","TX","77252-2120","","Union Texas Petroleum Corporation"
"00974",12/26/1984,"The Laura Virginia Jennings Louisiana Trust","JENNINGS, LAURA VIRGINIA",,"","G","","","",,"","","c/o Cockrell Oil Corp.","1600 Smith, Suite 4600","Houston","TX","77002-7348","","The Laura Virginia Jennings Louisiana Trust"
"00975",6/17/1985,"Mega Petroleum Inc.","MEGA PETROLEUM INC",,"","G","","","",,"","","200 Crescent Ct.","","Dallas","TX","75201-1840","","Mega Petroleum Inc."
"00952",1/1/1947,"Daniel G. Stephens (individual)","STEPHENS, DANIEL G",,"","G","","","",,"","","3601 Rue Andree","","New Orleans","LA","70114","","Daniel G. Stephens (individual)"
"00953",9/24/1980,"Robert E. Glaze (individual)","GLAZE, ROBERT E",,"","G","","","",,"","","2001 Bryan Street","Suite 2610","Dallas","TX","75201","","Robert E. Glaze (individual)"
"00959",4/2/1985,"Huthnance International, Inc.","HUTHNANCE INTERNATIONAL INC",,"","G","","","",,"","","Dresser Tower, Suite 500","601 Jefferson Street","Houston","TX","77002","","Huthnance International, Inc."
"00941",1/1/1947,"T. Boone Pickens, Jr. (individual)","PICKENS, T BOONE JR",,"","G","","","",,"","","Post Office Box 2009","","Amarillo","TX","79189","","T. Boone Pickens, Jr. (individual)"
"00896",9/21/1984,"FEC Offshore Productive Inc.","FEC OFFSHORE PRODUCTIVE INC",,"","G","","","",,"","","c/o The Continental Group","Post Office Box 27711","Houston","TX","77227","","FEC Offshore Productive Inc."
"00862",3/27/1984,"OPUBCO Resources, Inc.","OPUBCO RESOURCES INC",,"","G","Y","","",,"","","10111 North Central Expwy","","Dallas","TX","75231","","OPUBCO Resources, Inc."
"00827",10/17/1983,"Grigsby Petroleum Inc.","GRIGSBY PETROLEUM INC",,"","G","","","",,"","","1108 Commercial National","Bank Building","Shreveport","LA","71101","","Grigsby Petroleum Inc."
"00836",1/16/1984,"Baralonco Exploration, Inc.","BARALONCO EXPLORATION INC",,"P","G","","","",,"","","c/o Fulbright & Jaworski","801 Pennsylvania Ave, NW","Washington","DC","20004","","Baralonco Exploration, Inc."
"00801",6/3/1983,"Orlando Oil Co.","ORLANDO OIL CO",,"","G","","","",,"","","3131 Turtle Creek Blvd.","Suite 100","Dallas","TX","75219","","Orlando Oil Co."
"00809",8/4/1983,"Matagorda Island Exploration Corporation","MATAGORDA ISLAND EXPLORATION",,"","G","","","",,"","","Post Office Box 1330","","Houston","TX","77251","","Matagorda Island Exploration Corporation"
"00791",4/20/1983,"Crescent Drilling & Development, Inc.","CRESCENT DRILLING & DEVELOP",,"","G","","","",,"","","109 Northpark Blvd.","Post Office Box 3134","Covington","LA","70434-3134","","Crescent Drilling & Development, Inc."
"00793",5/10/1983,"Murchison Oil and Gas, Inc.","MURCHISON OIL AND GAS INC",,"","G","","","",,"","","2500 Diamond Shamrock Tw","717 North Harwood","Dallas","TX","75201","","Murchison Oil and Gas, Inc."
"00763",11/10/1982,"Northwind Exploration Partnership","NORTHWIND EXPLORATION PARTNER",,"","G","","","",,"","","7600 West Tidwell","Suite 212","Houston","TX","77040","","Northwind Exploration Partnership"
"00767",11/22/1982,"Sequoia Ventures Inc.","SEQUOIA VENTURES INC",,"","G","","","",,"","","5400 Westheimer Court","","Houston","TX","77056","","Sequoia Ventures Inc."
"00770",11/13/1982,"LEDCO, LTD.","LEDCO LTD",,"","G","","","",,"","","c/o Tenneco Oil Company","Post Office Box 39100","Lafayette","LA","70503","","LEDCO, LTD."
"00778",2/28/1983,"Petrorep of Texas, Inc.","PETROREP OF TEXAS INC",,"","G","","","",,"","","5300 Memorial Drive","Suite 440","Houston","TX","77007-8201","","Petrorep of Texas, Inc."
"00749",8/13/1982,"Marine Exploration Company","MARINE EXPLORATION COMPANY",,"","G","","","",,"","","Post Office Box 6369","","Corpus Christi","TX","78466-6369","","Marine Exploration Company"
"00718",5/4/1982,"Patco, Inc.","PATCO INC",,"","G","","","",,"","","c/o Paul E. Cameron Jr.","8300 Bissonnet, Suite 660","Houston","TX","77074","","Patco, Inc."
"00730",5/27/1982,"Walter Oil & Gas Corporation","WALTER OIL & GAS CORPORATION",,"","G","","","",,"","","1100 Louisiana","Suite 200","Houston","TX","77002-5299","","Walter Oil & Gas Corporation"
"00691",1/25/1982,"Marshall 1980 Exploration Limited Partnership","MARSHALL 1980 EXPLORATION LIMI",,"","G","","","",,"","","Post Office Box 3331","","Houston","TX","77253","","Marshall 1980 Exploration Limited Partnership"
"00696",1/25/1982,"DBM, Jr. 1976 Exploration No. 2 Limited Partnership","DBM JR 1976 EXPLORATION NO 2",,"","G","","","",,"","","Post Office Box 3331","","Houston","TX","77253","","DBM, Jr. 1976 Exploration No. 2 Limited Partnership"
"00713",10/10/1985,"MCO Resources (Integrated) Corp.","MCO RESOURCES INTEGRATED CORP",,"","G","","","",,"","","MCO Plaza","5718 Westheimer","Houston","TX","77057","","MCO Resources (Integrated) Corp."
"00675",10/13/1981,"OKC Limited Partnership","OKC LIMITED PARTNERSHIP",,"","G","","","",,"","","Preston Sherry Plaza","8201 Preston Rd., 6th Fl.","Dallas","TX","75225-6211","","OKC Limited Partnership"
"00676",10/16/1981,"Van Petroleum, Inc.","VAN PETROLEUM INC",,"","G","","","",,"","","Post Office Box 5327","","Jackson","MS","39296-5327","","Van Petroleum, Inc."
"00677",10/19/1981,"Howell Petroleum Corporation","HOWELL PETROLEUM CORPORATION",,"","G","","","",,"","","1010 Lamar","Suite 1800","Houston","TX","77002","","Howell Petroleum Corporation"
"00679",10/16/1981,"Armada Production Company","ARMADA PRODUCTION COMPANY",,"","G","","","",,"","","c/o Credit Commercial","450 Park Ave., 7th Floor","New York","NY","10022","","Armada Production Company"
"00661",7/8/1981,"CLK Producing","CLK PRODUCING",,"","G","","","",7/8/1981,"","","Post Office Box 6972","","Metairie","LA","70009","","CLK Producing"
"00647",4/10/1981,"KERR-McGEE PIPELINE CORP.","KERR-MCGEE PIPELINE CORP",,"","G","","","",,"","","Kerr-McGee Center","","Oklahoma City","OK","73125","","KERR-McGEE PIPELINE CORP."
"00605",4/22/1981,"ONEOK Exploration Company","ONEOK EXPLORATION COMPANY",,"","G","","","",,"","","Post Office Box 871","","Tulsa","OK","74102","","ONEOK Exploration Company"
"00607",8/29/1980,"Deminex U.S. Oil Company","DEMINEX US OIL COMPANY",,"P","G","","","",,"","","Plaza of the Americas","700 N. Pearl, Lock Bx 340","Dallas","TX","75201","","Deminex U.S. Oil Company"
"00591",9/25/1980,"Seahawk Oil International, Inc.","SEAHAWK OIL INTERNATIONAL INC",,"","G","","","",,"","","660 Newport Center Drive","Suite 750","Newport Beach","CA","92660","","Seahawk Oil International, Inc."
"00559",5/27/1988,"FPCO Oil & Gas Co.","FPCO OIL & GAS CO",,"","G","","","",,"","","Post Office Box 2250","","Denver","CO","80201","","FPCO Oil & Gas Co."
"00464",5/25/1977,"Zapata Exploration Company","ZAPATA EXPLORATION COMPANY",,"","G","","","",,"","","Post Office Box 4240","","Houston","TX","77210-4240","","Zapata Exploration Company"
"00448",10/16/1978,"Resource Production, Inc.","RESOURCE PRODUCTION INC",,"","G","","","",,"","","880 Broad Street","","Bridgeport","CO","06604","","Resource Production, Inc."
"00374",9/20/1956,"Freeport Pipeline Company","FREEPORT PIPELINE COMPANY",,"","G","","","",,"","","Post Office Box 61520","","New Orleans","LA","70161","","Freeport Pipeline Company"
"00403",8/19/1977,"Challenger Minerals Inc.","CHALLENGER MINERALS INC",,"P","G","Y","","",,"","","1311 Broadfield Blvd.","Suite 500","Houston","TX","77084","","Challenger Minerals Inc."
"00275",11/27/1972,"Tenneco Exploration, Ltd.","TENNECO EXPLORATION LTD",,"","G","","","",,"","","Post Office Box 2511","","Houston","TX","77252","","Tenneco Exploration, Ltd."
"00280",12/8/1972,"The Northwestern Mutual Life Insurance Company","NORTHWESTERN MUTUAL LIFE INSUR",,"","G","","","",,"","","720 East Wisconsin Avenue","","Milwaukee","WI","53202","","The Northwestern Mutual Life Insurance Company"
"00170",9/11/1967,"Anadarko Production Company","ANADARKO PRODUCTION COMPANY",,"","G","Y","","",,"","","Post Office Box 1330","","Houston","TX","77251","","Anadarko Production Company"
"00091",11/5/1981,"Allied Corporation","ALLIED CORPORATION",,"","G","Y","","",,"","","Post Office Box 2120","","Houston","TX","77001","","Allied Corporation"
"00106",12/7/1966,"Apache Oil Corporation","APACHE OIL CORPORATION",,"","G","","","",,"","","Post Offfice Box 4628","","Houston","TX","77210","","Apache Oil Corporation"
"01798",3/1/1993,"LMD OFFSHORE, INC.","LMD OFFSHORE, INC.",,"","G","","","",,"","","3100 Ryan Street","Suite E","Lake Charles","LA","70601","","LMD OFFSHORE, INC."
"01719",10/1/1992,"Diverse GP III","DIVERSE GP III",,"","G","","","",,"","","1001 McKinney","Suite 520","Houston","TX","77002","","Diverse GP III"
"01802",5/7/1993,"1993 Offshore Limited Partnership","1993 OFFSHORE LIMITED PARTNERSHIP",,"","G","","","",,"","","1221 Lamar, Suite 1600","","Houston","TX","77010-3039","","1993 Offshore Limited Partnership"
"01825",7/23/1993,"ORGERON ENERGY, INC.","ORGERON ENERGY INC",,"","G","","","",,"","","Post Office Box 785","","Golden Meadow","LA","70357","","ORGERON ENERGY, INC."
"01829",6/3/1993,"The Master Drilling Program (1986), Ltd.","MASTER DRILLING PROGRAM 1986 LTD",,"","G","","","",,"","","612 Grandview Place","","San Antonio","TX","78209","","The Master Drilling Program (1986), Ltd."
"01841",12/13/1993,"Frank A. Dixon, Jr. (individual)","FRANK A DIXON JR (INDIVIDUAL)",,"","G","","","",,"","","2350 Two Shell Plaza","","Houston","TX","77002","","Frank A. Dixon, Jr. (individual)"
"01863",2/22/1994,"Columbia Production Company","COLUMBIA PRODUCTION COMPANY",,"","G","","","",,"","","6957 N.W. Expressway","Suite 118","Oklahoma City","OK","73132","","Columbia Production Company"
"01868",3/22/1994,"MG Oil & Gas Corp.","MG OIL & GAS CORP",,"","G","","","",,"","","1000 Louisiana","Suite 800","Houston","TX","77002","","MG Oil & Gas Corp."
"01869",3/17/1994,"Rockport Resources Capital Corporation","ROCKPORT RESOURCES CAPITAL CORPORATION",,"","G","","","",,"","","1331 Lamar, Suite 548","","Houston","TX","77010","","Rockport Resources Capital Corporation"
"01875",12/13/1993,"OGA I, L.P.","OGA I LP",,"","G","","","",,"","","5858 Westheimer","Suite 400","Houston","TX","77057","","OGA I, L.P."
"01903",5/11/1994,"Excel Resources, Inc.","EXCEL RESOURCES INC",,"","G","","","",,"","","1111 Bagby","Suite 2400","Houston","TX","77002","","Excel Resources, Inc."
"01927",10/6/1994,"The Jack Pierce Brook and Mary Jo Leonard Brook Trust for Joanna Pierce Brook","JACK PIERCE BROOK FOR JOANNA PIERCE BROOK",,"","G","","","",,"","","c/o Mary Ellen Brook","2000 Bagby, #9416","Houston","TX","77002","","The Jack Pierce Brook and Mary Jo Leonard Brook Trust for Joanna Pierce Brook"
"01957",2/9/1995,"VAALCO Energy, Inc.","VAALCO ENERGY INC",,"","G","","","",,"","","4600 Post Oak Place","Suite 309","Houston","TX","77027","","VAALCO Energy, Inc."
"01971",3/29/1995,"Enserch Offshore, Inc.","ENSERCH OFFSHORE INC.",,"","G","","","",,"","","4849 Greenville Ave","Suite 1200","Dallas","TX","75206","","Enserch Offshore, Inc."
"01973",4/6/1995,"Gulf Coast Package, Ltd.","GULF COAST PACKAGE LTD",,"","G","","","",,"","","3 Lincoln Centre","5430 LBJ Freeway, Suite 900","Dallas","TX","75240-2699","","Gulf Coast Package, Ltd."
"02012",12/12/1995,"Winnie Oil & Gas, Inc.","WINNIE OIL & GAS INC",,"","G","","","",,"","","4422 FM 1960 West","Suite 425","Houston","TX","77068","","Winnie Oil & Gas, Inc."
"02026",2/16/1996,"British Acadian Ltd., Inc.","BRITISH ACADIAN LTD INC",,"","G","","","",,"","","103 Exchange Place","Suite 200","Lafayette","LA","70503","","British Acadian Ltd., Inc."
"02032",3/11/1996,"SEWWOT, Inc.","SEWWOT INC",,"","G","","","",,"","","15885 Memorial Drive, #1008","","Houston","TX","77079-4133","","SEWWOT, Inc."
"02036",2/28/1996,"Poseidon Oil Pipeline Company, L.L.C.","POSEIDON OIL PIPELINE COMPANY LLC",,"","G","","","",,"","","P.O. Box 4324","","Houston","TX","77210-4324","","Poseidon Oil Pipeline Company, L.L.C."
"02037",3/6/1996,"ARNO INC.","ARNO INC.",,"","G","","","",,"","","Post Office Box 53432","","Layafette","LA","70505","","ARNO INC."
"02051",4/8/1996,"Texican Energy Corporation","TEXICAN ENERGY CORPORATION",,"","G","","","",,"","","One Allen Center, Suite 1150","500 Dallas","Houston","TX","77002","","Texican Energy Corporation"
"02069",6/25/1996,"Coastal States Gas Transmission Company","COASTAL STATES GAS TRANSMISSION COMPANY",,"","G","","","",,"","","Coastal Tower","Nine Greenway Plaza","Houston","TX","77046-0995","","Coastal States Gas Transmission Company"
"02078",6/24/1996,"Stover Properties, L.P.","STOVER PROPERTIES LP",,"","G","","","",,"","","433 Metairie Road","Suite 404","Metairie","LA","70005","","Stover Properties, L.P."
"02108",8/9/1996,"Transworld Exploration and Production, Inc.","TRANSWORLD EXPLORATION AND PRODUCTION INC",,"","G","","","",,"","","910 Travis Street","Suite 800","Houston","TX","77002-5802","","Transworld Exploration and Production, Inc."
"02143",10/28/1996,"ACE Energy, Ltd.","ACE ENERGY LTD",,"","G","","","",,"","","3900 Essex Lane","Suite 500","Houston","TX","77027","","ACE Energy, Ltd."
"02144",12/10/1996,"Destin Pipeline Company Inc.","DESTIN PIPELINE COMPANY INC",,"","G","","","",,"","","Post Office Box 2563","","Birmingham","AL","35202-2563","","Destin Pipeline Company Inc."
"02149",12/17/1996,"Skidmore Energy, Inc.","SKIDMORE ENERGY INC",,"","G","","","",,"","","Post Office Box 1399","","Whitney","TX","76692-1399","","Skidmore Energy, Inc."
"02165",1/29/1997,"Ocean Breeze Pipeline Company, L.L.C.","OCEAN BREEZE PIPELINE COMPANY LLC",,"","G","","","",,"","","220 N. Dairy Ashford","Suite 3100","Houston","TX","77079","","Ocean Breeze Pipeline Company, L.L.C."
"02145",4/24/1997,"Blazer Energy Corp.","BLAZER ENERGY CORP",,"","G","","","",,"","","Post Office Box 218330","","Houston","TX","77218-8330","","Blazer Energy Corp."
"01247",5/5/1997,"Statoil Exploration (US) Inc.","STATOIL EXPLORATION US INC",,"","G","","","",,"","","c/o Statoil Marketing & Trading(US)","225 High Bridge Road","Stamford","CT","06905","","Statoil Exploration (US) Inc."
"02198",7/3/1997,"David D. Capron (individual)","CAPRON, DAVID D",,"","G","","","",,"","","10 Inverness Park Circle","","Houston","TX","77055","","David D. Capron (individual)"
"00145",1/1/1947,"J. M. Huber Corporation","J M HUBER CORPORATION",,"","G","","","",,"","","11451 Katy Freeway","Suite 400","Houston","TX","77079","","J. M. Huber Corporation"
"02204",5/9/1997,"William Cecil DeArman Estate","DEARMAN, WILLIAM CECIL ESTATE",,"","G","","","",,"","","1000 Louisiana","Suite 2370","Houston","TX","77002","","William Cecil DeArman Estate"
"02224",9/25/1997,"Howell Corporation","HOWELL CORPORATION",,"","G","","","",,"","","1500 Howell Building","1111 Fannin","Houston","TX","77002-6923","","Howell Corporation"
"01553",4/17/1990,"Donald L. Childress (individual)","CHILDRESS, DONALD L",,"","G","","","",,"","","1309 Tremont","","Galveston","TX","77550","","Donald L. Childress (individual)"
"02232",10/23/1997,"Callon Petroleum Company","CALLON PETROLEUM COMPANY",,"","G","","","",,"","","200 North Canal Street","","Natchez","MS","39120","","Callon Petroleum Company"
"02239",11/5/1997,"Union Pacific Resources Group Inc.","UNION PACIFIC RESOURCES GROUP INC",,"","G","","","",,"","","801 Cherry Street","","Fort Worth","TX","76102-6803","","Union Pacific Resources Group Inc."
"02244",12/4/1997,"Amoco Corporation","AMOCO CORPORATION",,"","G","","","",,"","","Post Office Box 50879","","New Orleans","LA","70150-0879","","Amoco Corporation"
"02241",11/24/1997,"TPC TOMCAT, Inc.","TPC TOMCAT INC",,"","G","","","",,"","","200 WesLake Park Blvd.","Suite 1000","Houston","TX","77079","","TPC TOMCAT, Inc."
"02252",1/2/1998,"Comstock Offshore, LLC","COMSTOCK OFFSHORE LLC",,"","G","","","",,"","","5300 Town and Country Blvd.","Suite 500","Frisco","TX","75034","","Comstock Offshore, LLC"
"02271",4/9/1998,"Apex Exploration Company","APEX EXPLORATION COMPANY",,"","G","","","",,"","","811 Dallas Street","Suite 1302","Houston","TX","77002","","Apex Exploration Company"
"01354",1/26/1999,"Equitable Production Company","EQUITABLE PRODUCTION COMPANY",,"","G","","","",,"","","555 San Felipe","Suite 2100","Houston","TX","77056","","Equitable Production Company"
"02345",2/18/1999,"Anderson Offshore Exploration Company, L.L.C.","ANDERSON OFFSHORE EXPLORATION COMPANY LLC",,"","G","","","",,"","","333 Texas Street","Suite 2121","Shreveport","LA","71101-5357","","Anderson Offshore Exploration Company, L.L.C."
"02351",3/15/1999,"West Delta Oil Company, Inc.","WEST DELTA OIL COMPANY INC",,"","G","","","",,"","","8018 Highway 23","Suite 215","Belle Chasse","LA","70037","","West Delta Oil Company, Inc."
"00915",1/23/1985,"Mitchell Energy Corporation","MITCHELL ENERGY CORPORATION",,"","G","","","",,"","","Post Office Box 4000","","The Woodlands","TX","77387-4000","","Mitchell Energy Corporation"
"02365",5/3/1999,"Hall Equities, Inc.","HALL EQUITIES INC",,"","G","","","",,"","","700 Louisiana","Suite 2100","Houston","TX","77002","","Hall Equities, Inc."
"02368",6/9/1999,"Marquis Oil & Gas, Inc.","MARQUIS OIL & GAS INC",,"","G","","","",,"","","5950 Berkshire Lane","Suite 275","Dallas","TX","75225","","Marquis Oil & Gas, Inc."
"02379",7/12/1999,"Royale Energy, Inc.","ROYALE ENERGY INC",,"","G","","","",,"","","7676 Hazard Center Drive","Suite 1500","San Diego","CA","92108","","Royale Energy, Inc."
"02382",7/22/1999,"Pakenham, Inc.","PAKENHAM INC",,"","G","","","",,"","","c/o Chevron U.S.A. Inc.","935 Gravier Street (Land Manager)","New Orleans","LA","70112","","Pakenham, Inc."
"01103",12/2/1999,"EOG Resources, Inc.","EOG RESOURCES INC",,"","G","","","",,"","","1111 Bagby, Sky Lobby 2","","Houston","TX","77002","","EOG Resources, Inc."
"02408",12/3/1999,"Sundown Energy, Inc.","SUNDOWN ENERGY INC",,"","G","","","",,"","","8150 North Central Expressway","Suite 400","Dallas","TX","75206","","Sundown Energy, Inc."
"02413",1/12/2000,"Brown Angus Properties, Inc.","BROWN ANGUS PROPERTIES INC",,"","G","","","",,"","","Post Office Box 5562","","Midland","TX","79704","","Brown Angus Properties, Inc."
"02425",2/28/2000,"Noble Drilling Exploration Company","NOBLE DRILLING EXPLORATION COMPANY",,"","G","","","",,"","","13135 S. Dairy Ashford","Suite 800","Sugar Land","TX","77478","","Noble Drilling Exploration Company"
"02429",3/13/2000,"Virgin Oil Company, Inc.","VIRGIN OIL COMPANY INC",,"","G","","","",,"","","909 Poydras Street","Suite 2200","New Orleans","LA","70112","","Virgin Oil Company, Inc."
"02438",4/10/2000,"Lamar Oil & Gas, Inc.","LAMAR OIL & GAS INC",,"","G","","","",,"","","Post Office Box 2197","","Rockport","TX","78381","","Lamar Oil & Gas, Inc."
"02439",4/12/2000,"South River Oil & Gas, Inc.","SOUTH RIVER OIL & GAS INC",,"","G","","","",,"","","1505 Highway 6 South","Suite 240","Houston","TX","77077","","South River Oil & Gas, Inc."
"02456",7/20/2000,"Ellwood Pipeline, Inc.","ELLWOOD PIPELINE INC",,"P","","","","",,"","","217 State Street","Suite 300","Santa Barbara","CA","93101","","Ellwood Pipeline, Inc."
"00832",7/27/2000,"SWEPI LP","SWEPI LP",,"P","G","","","",,"","","Post Office Box 61933","","New Orleans","LA","70161","","SWEPI LP"
"02482",12/12/2000,"Petsec Petroleum Inc.","PETSEC PETROLEUM INC",,"","G","","","",,"","","143 Ridgeway Drive","Suite 113","Lafayette","LA","70503-3402","","Petsec Petroleum Inc."
"02504",2/20/2001,"AURORA EXPLORATION, L.L.C.","AURORA EXPLORATION LLC",,"","G","","","",,"","","202 Rue Iberville","Suite 420","Lafayette","LA","70508","","AURORA EXPLORATION, L.L.C."
"02222",4/23/2001,"PetroQuest Energy, L.L.C.","PETROQUEST ENERGY LLC",,"","G","","","",,"","","400 East Kaliste Saloom Road","Suite 6000","Lafayette","LA","70508","","PetroQuest Energy, L.L.C."
"01099",11/30/2001,"Torch Energy Services, Inc.","TORCH ENERGY SERVICES INC",,"P","G","","","",,"","","Western Bank Building","1221 Lamar, Suite 1600","Houston","TX","77010","","Torch Energy Services, Inc."
"02580",2/25/2002,"Elite Exploration, LP","ELITE EXPLORATION LP",,"","G","","","",,"","","1415 Louisiana","Suite 2150","Houston","TX","77002","","Elite Exploration, LP"
"02569",1/15/2002,"South Pass Properties, Inc.","SOUTH PASS PROPERTIES INC",,"","G","","","",,"","","530 Oak Court Drive","Suite 325","Memphis","TN","38117","","South Pass Properties, Inc."
"02500",2/14/2002,"RSEC III, Inc.","RSEC III INC",,"","G","","","",,"","","1200 17th Street","Suite 2350","Denver","CO","80202","","RSEC III, Inc."
"02597",5/20/2002,"Melton Petroleum LLC","MELTON PETROLEUM LLC",,"","G","","","",,"","","650 Poydras Street","Suite 2050","New Orleans","LA","70130","","Melton Petroleum LLC"
"02604",6/18/2002,"WATSON EXPLORATION AND PRODUCTION L.L.C.","WATSON EXPLORATION AND PRODUCTION LLC",,"","G","","","",,"","","1590 West Causeway Approach","","Mandeville","LA","70471-3046","","WATSON EXPLORATION AND PRODUCTION L.L.C."
"02610",7/17/2002,"Azar Energy, Inc.","AZAR ENERGY INC",,"","G","","","",,"","","266 Promenade East","","Montgomery","TX","77356","","Azar Energy, Inc."
"02618",10/4/2002,"KCS Resources, Inc.","KCS RESOURCES INC",,"","G","","","",,"","","5555 San Felipe","Suite 1200","Houston","TX","77056","","KCS Resources, Inc."
"02548",11/21/2002,"EnCana Gulf of Mexico Inc.","ENCANA GULF OF MEXICO INC",,"","G","","","",,"","","1616 South Voss","Suite 750","Houston","TX","77057","","EnCana Gulf of Mexico Inc."
"02639",2/18/2003,"Cs Solutions, Inc.","CS SOLUTIONS INC",,"","G","","","",,"","","Post Office Box 2045","","Georgetown","TX","78626","","Cs Solutions, Inc."
"01069",3/27/2003,"The Willoughby Family Revocable Trust","WILLOUGHBY FAMILY REVOCABLE TRUST",,"","G","","","",,"","","55 New Place Road","","Hillsborough","CA","94010","","The Willoughby Family Revocable Trust"
"02658",5/8/2003,"Offshore International Group, Inc.","OFFSHORE INTERNATIONAL GROUP INC",,"","G","","","",,"","","9800 Northwest Freeway","Suite 500","Houston","TX","77092","","Offshore International Group, Inc."
"02668",6/26/2003,"Red Willow Offshore, LLC","RED WILLOW OFFSHORE LLC",,"","G","","","",,"","","14933 Highway 172","Post Office Box 369","Ignacio","CO","81137","","Red Willow Offshore, LLC"
"02682",8/13/2003,"BetsWest Interests, L.P.","BETSWEST INTERESTS LP",,"","G","","","",,"","","5900 Highway 290 East","","Brenham","TX","77833","","BetsWest Interests, L.P."
"02684",8/27/2003,"UPSTREAM ENERGY, INCORPORATED","UPSTREAM ENERGY INCORPORATED",,"","G","","","",,"","","Post Office Box 1469","","Lafayette","LA","70505-1469","","UPSTREAM ENERGY, INCORPORATED"
"02723",3/11/2004,"Ayco Energy, LLC","AYCO ENERGY LLC",,"","G","","","",,"","","16360 Park Ten Place","Suite 115","Houston","TX","77084","","Ayco Energy, LLC"
"02742",6/17/2004,"MCKELLER LLC","MCKELLER LLC",,"","G","","","",,"","","23821 North Shore Drive","","Edwardsburg","MI","49112","","MCKELLER LLC"
"02746",7/12/2004,"CRCOne, LLC","CRCONE LLC",,"","G","","","",,"","","1800 Carol Sue Avenue","Suite 6","Gretna","LA","70056","","CRCOne, LLC"
"02756",7/21/2004,"Margaret Hunt Trust Estate","HUNT, MARGARET TRUST ESTATE",,"","G","","","",,"","","1601 Elm Street","Suite 4700","Dallas","TX","75201","","Margaret Hunt Trust Estate"
"00032",9/3/2004,"Texas Gas Transmission LLC","TEXAS GAS TRANSMISSION LLC",,"","G","","","",,"","","Post Office Box 1160","","Owensboro","KY","42301","","Texas Gas Transmission LLC"
"02759",9/3/2004,"Petrohawk Energy Corporation","PETROHAWK ENERGY CORPORATION",,"","G","","","",,"","","1100 Louisiana","Suite 4400","Houston","TX","77002","","Petrohawk Energy Corporation"
"02764",8/9/2004,"AGH Energy, LLC","AGH ENERGY LLC",,"","G","","","",,"","","1601 Elm Street","Suite 4700","Dallas","TX","75201","","AGH Energy, LLC"
"02789",2/22/2005,"Mountain Energy, LLC","MOUNTAIN ENERGY LLC",,"","G","","","",,"","","1801 Broadway","Suite 1250","Denver","CO","80202","","Mountain Energy, LLC"
"02793",3/11/2005,"P-H Energy, LLC","P-H ENERGY LLC",,"","G","","","",,"","","1100 Louisiana","Suite 4400","Houston","TX","77002","","P-H Energy, LLC"
"02807",5/9/2005,"Marlin Coastal, L.L.C.","MARLIN COASTAL, LLC",,"","G","","","",,"","","3861 Ambassador Caffery Parkway","Suite 600","Lafayette","LA","70503","","Marlin Coastal, L.L.C."
"02821",7/21/2005,"Valkyries U.S.A. Limited","VALKYRIES USA LIMITED",,"","G","","","",,"","","2101-885 West Georgia Street","","Vancouver, British Columbia","","V6C 3E8","Canada","Valkyries U.S.A. Limited"
